#node	identifier	category	term ID	term description
TP73	9606.ENSP00000367545	GO Process	GO:0035556	Intracellular signal transduction
TP73	9606.ENSP00000367545	GO Process	GO:0040008	Regulation of growth
TP73	9606.ENSP00000367545	GO Process	GO:0042127	Regulation of cell population proliferation
TP73	9606.ENSP00000367545	GO Process	GO:0042221	Response to chemical
TP73	9606.ENSP00000367545	GO Process	GO:0042771	Intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
TP73	9606.ENSP00000367545	GO Process	GO:0042981	Regulation of apoptotic process
TP73	9606.ENSP00000367545	GO Process	GO:0043065	Positive regulation of apoptotic process
TP73	9606.ENSP00000367545	GO Process	GO:0043067	Regulation of programmed cell death
TP73	9606.ENSP00000367545	GO Process	GO:0043068	Positive regulation of programmed cell death
TP73	9606.ENSP00000367545	GO Process	GO:0043170	Macromolecule metabolic process
TP73	9606.ENSP00000367545	GO Process	GO:0043408	Regulation of MAPK cascade
TP73	9606.ENSP00000367545	GO Process	GO:0043410	Positive regulation of MAPK cascade
TP73	9606.ENSP00000367545	GO Process	GO:0043933	Protein-containing complex organization
TP73	9606.ENSP00000367545	GO Process	GO:0044085	Cellular component biogenesis
TP73	9606.ENSP00000367545	GO Process	GO:0044237	Cellular metabolic process
TP73	9606.ENSP00000367545	GO Process	GO:0044238	Primary metabolic process
TP73	9606.ENSP00000367545	GO Process	GO:0044260	Cellular macromolecule metabolic process
TP73	9606.ENSP00000367545	GO Process	GO:0045595	Regulation of cell differentiation
TP73	9606.ENSP00000367545	GO Process	GO:0045596	Negative regulation of cell differentiation
TP73	9606.ENSP00000367545	GO Process	GO:0045597	Positive regulation of cell differentiation
TP73	9606.ENSP00000367545	GO Process	GO:0045664	Regulation of neuron differentiation
TP73	9606.ENSP00000367545	GO Process	GO:0045665	Negative regulation of neuron differentiation
TP73	9606.ENSP00000367545	GO Process	GO:0045685	Regulation of glial cell differentiation
TP73	9606.ENSP00000367545	GO Process	GO:0045687	Positive regulation of glial cell differentiation
TP73	9606.ENSP00000367545	GO Process	GO:0045893	Positive regulation of transcription, DNA-templated
TP73	9606.ENSP00000367545	GO Process	GO:0045926	Negative regulation of growth
TP73	9606.ENSP00000367545	GO Process	GO:0045935	Positive regulation of nucleobase-containing compound metabolic process
TP73	9606.ENSP00000367545	GO Process	GO:0045944	Positive regulation of transcription by RNA polymerase II
TP73	9606.ENSP00000367545	GO Process	GO:0046483	Heterocycle metabolic process
TP73	9606.ENSP00000367545	GO Process	GO:0046620	Regulation of organ growth
TP73	9606.ENSP00000367545	GO Process	GO:0046621	Negative regulation of organ growth
TP73	9606.ENSP00000367545	GO Process	GO:0048513	Animal organ development
TP73	9606.ENSP00000367545	GO Process	GO:0048518	Positive regulation of biological process
TP73	9606.ENSP00000367545	GO Process	GO:0048519	Negative regulation of biological process
TP73	9606.ENSP00000367545	GO Process	GO:0048522	Positive regulation of cellular process
TP73	9606.ENSP00000367545	GO Process	GO:0048523	Negative regulation of cellular process
TP73	9606.ENSP00000367545	GO Process	GO:0048583	Regulation of response to stimulus
TP73	9606.ENSP00000367545	GO Process	GO:0048584	Positive regulation of response to stimulus
TP73	9606.ENSP00000367545	GO Process	GO:0048638	Regulation of developmental growth
TP73	9606.ENSP00000367545	GO Process	GO:0048640	Negative regulation of developmental growth
TP73	9606.ENSP00000367545	GO Process	GO:0048713	Regulation of oligodendrocyte differentiation
TP73	9606.ENSP00000367545	GO Process	GO:0048714	Positive regulation of oligodendrocyte differentiation
TP73	9606.ENSP00000367545	GO Process	GO:0048731	System development
TP73	9606.ENSP00000367545	GO Process	GO:0048856	Anatomical structure development
TP73	9606.ENSP00000367545	GO Process	GO:0050767	Regulation of neurogenesis
TP73	9606.ENSP00000367545	GO Process	GO:0050769	Positive regulation of neurogenesis
TP73	9606.ENSP00000367545	GO Process	GO:0050789	Regulation of biological process
TP73	9606.ENSP00000367545	GO Process	GO:0050793	Regulation of developmental process
TP73	9606.ENSP00000367545	GO Process	GO:0050794	Regulation of cellular process
TP73	9606.ENSP00000367545	GO Process	GO:0050896	Response to stimulus
TP73	9606.ENSP00000367545	GO Process	GO:0051093	Negative regulation of developmental process
TP73	9606.ENSP00000367545	GO Process	GO:0051094	Positive regulation of developmental process
TP73	9606.ENSP00000367545	GO Process	GO:0051171	Regulation of nitrogen compound metabolic process
TP73	9606.ENSP00000367545	GO Process	GO:0051173	Positive regulation of nitrogen compound metabolic process
TP73	9606.ENSP00000367545	GO Process	GO:0051239	Regulation of multicellular organismal process
TP73	9606.ENSP00000367545	GO Process	GO:0051240	Positive regulation of multicellular organismal process
TP73	9606.ENSP00000367545	GO Process	GO:0051241	Negative regulation of multicellular organismal process
TP73	9606.ENSP00000367545	GO Process	GO:0051252	Regulation of RNA metabolic process
TP73	9606.ENSP00000367545	GO Process	GO:0051254	Positive regulation of RNA metabolic process
TP73	9606.ENSP00000367545	GO Process	GO:0051259	Protein complex oligomerization
TP73	9606.ENSP00000367545	GO Process	GO:0051262	Protein tetramerization
TP73	9606.ENSP00000367545	GO Process	GO:0051716	Cellular response to stimulus
TP73	9606.ENSP00000367545	GO Process	GO:0051726	Regulation of cell cycle
TP73	9606.ENSP00000367545	GO Process	GO:0051960	Regulation of nervous system development
TP73	9606.ENSP00000367545	GO Process	GO:0051962	Positive regulation of nervous system development
TP73	9606.ENSP00000367545	GO Process	GO:0055021	Regulation of cardiac muscle tissue growth
TP73	9606.ENSP00000367545	GO Process	GO:0055022	Negative regulation of cardiac muscle tissue growth
TP73	9606.ENSP00000367545	GO Process	GO:0060043	Regulation of cardiac muscle cell proliferation
TP73	9606.ENSP00000367545	GO Process	GO:0060044	Negative regulation of cardiac muscle cell proliferation
TP73	9606.ENSP00000367545	GO Process	GO:0060255	Regulation of macromolecule metabolic process
TP73	9606.ENSP00000367545	GO Process	GO:0060284	Regulation of cell development
TP73	9606.ENSP00000367545	GO Process	GO:0060420	Regulation of heart growth
TP73	9606.ENSP00000367545	GO Process	GO:0061117	Negative regulation of heart growth
TP73	9606.ENSP00000367545	GO Process	GO:0065003	Protein-containing complex assembly
TP73	9606.ENSP00000367545	GO Process	GO:0065007	Biological regulation
TP73	9606.ENSP00000367545	GO Process	GO:0071704	Organic substance metabolic process
TP73	9606.ENSP00000367545	GO Process	GO:0071840	Cellular component organization or biogenesis
TP73	9606.ENSP00000367545	GO Process	GO:0072001	Renal system development
TP73	9606.ENSP00000367545	GO Process	GO:0072331	Signal transduction by p53 class mediator
TP73	9606.ENSP00000367545	GO Process	GO:0072332	Intrinsic apoptotic signaling pathway by p53 class mediator
TP73	9606.ENSP00000367545	GO Process	GO:0080090	Regulation of primary metabolic process
TP73	9606.ENSP00000367545	GO Process	GO:0090304	Nucleic acid metabolic process
TP73	9606.ENSP00000367545	GO Process	GO:0097190	Apoptotic signaling pathway
TP73	9606.ENSP00000367545	GO Process	GO:0097193	Intrinsic apoptotic signaling pathway
TP73	9606.ENSP00000367545	GO Process	GO:1901246	Regulation of lung ciliated cell differentiation
TP73	9606.ENSP00000367545	GO Process	GO:1901248	Positive regulation of lung ciliated cell differentiation
TP73	9606.ENSP00000367545	GO Process	GO:1901360	Organic cyclic compound metabolic process
TP73	9606.ENSP00000367545	GO Process	GO:1901698	Response to nitrogen compound
TP73	9606.ENSP00000367545	GO Process	GO:1902531	Regulation of intracellular signal transduction
TP73	9606.ENSP00000367545	GO Process	GO:1902533	Positive regulation of intracellular signal transduction
TP73	9606.ENSP00000367545	GO Process	GO:1902680	Positive regulation of RNA biosynthetic process
TP73	9606.ENSP00000367545	GO Process	GO:1903506	Regulation of nucleic acid-templated transcription
TP73	9606.ENSP00000367545	GO Process	GO:1903508	Positive regulation of nucleic acid-templated transcription
TP73	9606.ENSP00000367545	GO Process	GO:2000026	Regulation of multicellular organismal development
TP73	9606.ENSP00000367545	GO Process	GO:2001141	Regulation of RNA biosynthetic process
TP73	9606.ENSP00000367545	GO Function	GO:0000976	Transcription cis-regulatory region binding
TP73	9606.ENSP00000367545	GO Function	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding
TP73	9606.ENSP00000367545	GO Function	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding
TP73	9606.ENSP00000367545	GO Function	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific
TP73	9606.ENSP00000367545	GO Function	GO:0000987	Cis-regulatory region sequence-specific DNA binding
TP73	9606.ENSP00000367545	GO Function	GO:0001067	Transcription regulatory region nucleic acid binding
TP73	9606.ENSP00000367545	GO Function	GO:0001216	DNA-binding transcription activator activity
TP73	9606.ENSP00000367545	GO Function	GO:0001221	Transcription coregulator binding
TP73	9606.ENSP00000367545	GO Function	GO:0001222	Transcription corepressor binding
TP73	9606.ENSP00000367545	GO Function	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific
TP73	9606.ENSP00000367545	GO Function	GO:0002039	p53 binding
TP73	9606.ENSP00000367545	GO Function	GO:0003676	Nucleic acid binding
TP73	9606.ENSP00000367545	GO Function	GO:0003677	DNA binding
TP73	9606.ENSP00000367545	GO Function	GO:0003690	Double-stranded DNA binding
TP73	9606.ENSP00000367545	GO Function	GO:0003700	DNA-binding transcription factor activity
TP73	9606.ENSP00000367545	GO Function	GO:0005488	Binding
TP73	9606.ENSP00000367545	GO Function	GO:0005515	Protein binding
TP73	9606.ENSP00000367545	GO Function	GO:0008134	Transcription factor binding
TP73	9606.ENSP00000367545	GO Function	GO:0019899	Enzyme binding
TP73	9606.ENSP00000367545	GO Function	GO:0019900	Kinase binding
TP73	9606.ENSP00000367545	GO Function	GO:0019901	Protein kinase binding
TP73	9606.ENSP00000367545	GO Function	GO:0042802	Identical protein binding
TP73	9606.ENSP00000367545	GO Function	GO:0043167	Ion binding
TP73	9606.ENSP00000367545	GO Function	GO:0043169	Cation binding
TP73	9606.ENSP00000367545	GO Function	GO:0043565	Sequence-specific DNA binding
TP73	9606.ENSP00000367545	GO Function	GO:0046872	Metal ion binding
TP73	9606.ENSP00000367545	GO Function	GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding
TP73	9606.ENSP00000367545	GO Function	GO:0097159	Organic cyclic compound binding
TP73	9606.ENSP00000367545	GO Function	GO:0097371	MDM2/MDM4 family protein binding
TP73	9606.ENSP00000367545	GO Function	GO:0140110	Transcription regulator activity
TP73	9606.ENSP00000367545	GO Function	GO:0140297	DNA-binding transcription factor binding
TP73	9606.ENSP00000367545	GO Function	GO:1901363	Heterocyclic compound binding
TP73	9606.ENSP00000367545	GO Function	GO:1990837	Sequence-specific double-stranded DNA binding
TP73	9606.ENSP00000367545	GO Component	GO:0000785	Chromatin
TP73	9606.ENSP00000367545	GO Component	GO:0005622	Intracellular anatomical structure
TP73	9606.ENSP00000367545	GO Component	GO:0005634	Nucleus
TP73	9606.ENSP00000367545	GO Component	GO:0005654	Nucleoplasm
TP73	9606.ENSP00000367545	GO Component	GO:0005694	Chromosome
TP73	9606.ENSP00000367545	GO Component	GO:0005737	Cytoplasm
TP73	9606.ENSP00000367545	GO Component	GO:0005794	Golgi apparatus
TP73	9606.ENSP00000367545	GO Component	GO:0005829	Cytosol
TP73	9606.ENSP00000367545	GO Component	GO:0012505	Endomembrane system
TP73	9606.ENSP00000367545	GO Component	GO:0030054	Cell junction
TP73	9606.ENSP00000367545	GO Component	GO:0031974	Membrane-enclosed lumen
TP73	9606.ENSP00000367545	GO Component	GO:0031981	Nuclear lumen
TP73	9606.ENSP00000367545	GO Component	GO:0043226	Organelle
TP73	9606.ENSP00000367545	GO Component	GO:0043227	Membrane-bounded organelle
TP73	9606.ENSP00000367545	GO Component	GO:0043228	Non-membrane-bounded organelle
TP73	9606.ENSP00000367545	GO Component	GO:0043229	Intracellular organelle
TP73	9606.ENSP00000367545	GO Component	GO:0043231	Intracellular membrane-bounded organelle
TP73	9606.ENSP00000367545	GO Component	GO:0043232	Intracellular non-membrane-bounded organelle
TP73	9606.ENSP00000367545	GO Component	GO:0043233	Organelle lumen
TP73	9606.ENSP00000367545	GO Component	GO:0070013	Intracellular organelle lumen
TP73	9606.ENSP00000367545	GO Component	GO:0110165	Cellular anatomical entity
TP73	9606.ENSP00000367545	STRING clusters	CL:6897	Mixed, incl. G1 Phase, and G0 and Early G1
TP73	9606.ENSP00000367545	STRING clusters	CL:6995	Mixed, incl. P53 DNA-binding domain, and SWIB/MDM2 domain
TP73	9606.ENSP00000367545	STRING clusters	CL:6997	Mixed, incl. P53 DNA-binding domain, and SWIB/MDM2 domain
TP73	9606.ENSP00000367545	KEGG	hsa04115	p53 signaling pathway
TP73	9606.ENSP00000367545	KEGG	hsa04390	Hippo signaling pathway
TP73	9606.ENSP00000367545	KEGG	hsa04722	Neurotrophin signaling pathway
TP73	9606.ENSP00000367545	KEGG	hsa05162	Measles
TP73	9606.ENSP00000367545	Reactome	HSA-109581	Apoptosis
TP73	9606.ENSP00000367545	Reactome	HSA-109606	Intrinsic Pathway for Apoptosis
TP73	9606.ENSP00000367545	Reactome	HSA-114452	Activation of BH3-only proteins
TP73	9606.ENSP00000367545	Reactome	HSA-139915	Activation of PUMA and translocation to mitochondria
TP73	9606.ENSP00000367545	Reactome	HSA-212436	Generic Transcription Pathway
TP73	9606.ENSP00000367545	Reactome	HSA-3700989	Transcriptional Regulation by TP53
TP73	9606.ENSP00000367545	Reactome	HSA-5357801	Programmed Cell Death
TP73	9606.ENSP00000367545	Reactome	HSA-5633007	Regulation of TP53 Activity
TP73	9606.ENSP00000367545	Reactome	HSA-5633008	TP53 Regulates Transcription of Cell Death Genes
TP73	9606.ENSP00000367545	Reactome	HSA-6803204	TP53 Regulates Transcription of Genes Involved in Cytochrome C Release
TP73	9606.ENSP00000367545	Reactome	HSA-6803205	TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain
TP73	9606.ENSP00000367545	Reactome	HSA-6803207	TP53 Regulates Transcription of Caspase Activators and Caspases
TP73	9606.ENSP00000367545	Reactome	HSA-6803211	TP53 Regulates Transcription of Death Receptors and Ligands
TP73	9606.ENSP00000367545	Reactome	HSA-6804759	Regulation of TP53 Activity through Association with Co-factors
TP73	9606.ENSP00000367545	Reactome	HSA-73857	RNA Polymerase II Transcription
TP73	9606.ENSP00000367545	Reactome	HSA-74160	Gene expression (Transcription)
TP73	9606.ENSP00000367545	Reactome	HSA-8878171	Transcriptional regulation by RUNX1
TP73	9606.ENSP00000367545	Reactome	HSA-8939236	RUNX1 regulates transcription of genes involved in differentiation of HSCs
TP73	9606.ENSP00000367545	WikiPathways	WP1742	TP53 network
TP73	9606.ENSP00000367545	WikiPathways	WP2516	ATM signaling pathway
TP73	9606.ENSP00000367545	WikiPathways	WP254	Apoptosis
TP73	9606.ENSP00000367545	WikiPathways	WP3959	DNA IR-double strand breaks and cellular response via ATM
TP73	9606.ENSP00000367545	WikiPathways	WP4630	Measles virus infection
TP73	9606.ENSP00000367545	WikiPathways	WP706	Sudden infant death syndrome (SIDS) susceptibility pathways
TP73	9606.ENSP00000367545	WikiPathways	WP710	DNA damage response (only ATM dependent)
TP73	9606.ENSP00000367545	DISEASES	DOID:0050177	Monogenic disease
TP73	9606.ENSP00000367545	DISEASES	DOID:0050453	Lissencephaly
TP73	9606.ENSP00000367545	DISEASES	DOID:0060340	Ciliopathy
TP73	9606.ENSP00000367545	DISEASES	DOID:0080015	Physical disorder
TP73	9606.ENSP00000367545	DISEASES	DOID:14566	Disease of cellular proliferation
TP73	9606.ENSP00000367545	DISEASES	DOID:162	Cancer
TP73	9606.ENSP00000367545	DISEASES	DOID:225	Syndrome
TP73	9606.ENSP00000367545	DISEASES	DOID:2490	Congenital nervous system abnormality
TP73	9606.ENSP00000367545	DISEASES	DOID:4	Disease
TP73	9606.ENSP00000367545	DISEASES	DOID:630	Genetic disease
TP73	9606.ENSP00000367545	DISEASES	DOID:7	Disease of anatomical entity
TP73	9606.ENSP00000367545	DISEASES	DOID:863	Nervous system disease
TP73	9606.ENSP00000367545	DISEASES	DOID:9562	Primary ciliary dyskinesia
TP73	9606.ENSP00000367545	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
TP73	9606.ENSP00000367545	TISSUES	BTO:0000042	Animal
TP73	9606.ENSP00000367545	TISSUES	BTO:0000058	Alimentary canal
TP73	9606.ENSP00000367545	TISSUES	BTO:0000081	Reproductive system
TP73	9606.ENSP00000367545	TISSUES	BTO:0000082	Male reproductive system
TP73	9606.ENSP00000367545	TISSUES	BTO:0000083	Female reproductive system
TP73	9606.ENSP00000367545	TISSUES	BTO:0000089	Blood
TP73	9606.ENSP00000367545	TISSUES	BTO:0000150	Breast cancer cell
TP73	9606.ENSP00000367545	TISSUES	BTO:0000176	Carcinoma cell
TP73	9606.ENSP00000367545	TISSUES	BTO:0000269	Colon
TP73	9606.ENSP00000367545	TISSUES	BTO:0000415	Epithelioma cell
TP73	9606.ENSP00000367545	TISSUES	BTO:0000511	Gastrointestinal tract
TP73	9606.ENSP00000367545	TISSUES	BTO:0000570	Hematopoietic system
TP73	9606.ENSP00000367545	TISSUES	BTO:0000574	Hematopoietic cell
TP73	9606.ENSP00000367545	TISSUES	BTO:0000594	Liver cancer cell
TP73	9606.ENSP00000367545	TISSUES	BTO:0000604	Adenocarcinoma cell
TP73	9606.ENSP00000367545	TISSUES	BTO:0000608	Hepatoma cell
TP73	9606.ENSP00000367545	TISSUES	BTO:0000634	Integument
TP73	9606.ENSP00000367545	TISSUES	BTO:0000648	Intestine
TP73	9606.ENSP00000367545	TISSUES	BTO:0000706	Large intestine
TP73	9606.ENSP00000367545	TISSUES	BTO:0000751	Leukocyte
TP73	9606.ENSP00000367545	TISSUES	BTO:0000753	Lymphoid tissue
TP73	9606.ENSP00000367545	TISSUES	BTO:0000775	Lymphocyte
TP73	9606.ENSP00000367545	TISSUES	BTO:0000931	Neuroblastoma cell
TP73	9606.ENSP00000367545	TISSUES	BTO:0001096	Lymphoid cell
TP73	9606.ENSP00000367545	TISSUES	BTO:0001253	Skin
TP73	9606.ENSP00000367545	TISSUES	BTO:0001489	Whole body
TP73	9606.ENSP00000367545	TISSUES	BTO:0001491	Viscus
TP73	9606.ENSP00000367545	TISSUES	BTO:0001613	Colorectum
TP73	9606.ENSP00000367545	TISSUES	BTO:0003091	Urogenital system
TP73	9606.ENSP00000367545	TISSUES	BTO:0005810	Immune system
TP73	9606.ENSP00000367545	COMPARTMENTS	GOCC:0005622	Intracellular
TP73	9606.ENSP00000367545	COMPARTMENTS	GOCC:0005634	Nucleus
TP73	9606.ENSP00000367545	COMPARTMENTS	GOCC:0005737	Cytoplasm
TP73	9606.ENSP00000367545	COMPARTMENTS	GOCC:0012505	Endomembrane system
TP73	9606.ENSP00000367545	COMPARTMENTS	GOCC:0030054	Cell junction
TP73	9606.ENSP00000367545	COMPARTMENTS	GOCC:0043226	Organelle
TP73	9606.ENSP00000367545	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
TP73	9606.ENSP00000367545	COMPARTMENTS	GOCC:0043229	Intracellular organelle
TP73	9606.ENSP00000367545	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
TP73	9606.ENSP00000367545	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
TP73	9606.ENSP00000367545	Monarch	EFO:0004302	Anthropometric measurement
TP73	9606.ENSP00000367545	Monarch	EFO:0004324	Body weights and measures
TP73	9606.ENSP00000367545	Monarch	EFO:0004340	Body mass index
TP73	9606.ENSP00000367545	Monarch	EFO:0004343	Waist-hip ratio
TP73	9606.ENSP00000367545	Monarch	EFO:0004764	Adipose tissue measurement
TP73	9606.ENSP00000367545	Monarch	EFO:0004765	Visceral adipose tissue measurement
TP73	9606.ENSP00000367545	Monarch	EFO:0004767	Visceral:subcutaneous adipose tissue ratio
TP73	9606.ENSP00000367545	Monarch	EFO:0005413	Joint damage measurement
TP73	9606.ENSP00000367545	Monarch	EFO:0007861	Body ratio measurement
TP73	9606.ENSP00000367545	Monarch	HP:0000118	Phenotypic abnormality
TP73	9606.ENSP00000367545	Monarch	HP:0002086	Abnormality of the respiratory system
TP73	9606.ENSP00000367545	Monarch	HP:0002088	Abnormal lung morphology
TP73	9606.ENSP00000367545	Monarch	HP:0002664	Neoplasm
TP73	9606.ENSP00000367545	Monarch	HP:0011793	Neoplasm by anatomical site
TP73	9606.ENSP00000367545	Monarch	HP:0012252	Abnormal respiratory system morphology
TP73	9606.ENSP00000367545	Monarch	HP:0100526	Neoplasm of the lung
TP73	9606.ENSP00000367545	Monarch	HP:0100606	Neoplasm of the respiratory system
TP73	9606.ENSP00000367545	UniProt Keywords	KW-0010	Activator
TP73	9606.ENSP00000367545	UniProt Keywords	KW-0025	Alternative splicing
TP73	9606.ENSP00000367545	UniProt Keywords	KW-0043	Tumor suppressor
TP73	9606.ENSP00000367545	UniProt Keywords	KW-0053	Apoptosis
TP73	9606.ENSP00000367545	UniProt Keywords	KW-0131	Cell cycle
TP73	9606.ENSP00000367545	UniProt Keywords	KW-0238	DNA-binding
TP73	9606.ENSP00000367545	UniProt Keywords	KW-0479	Metal-binding
TP73	9606.ENSP00000367545	UniProt Keywords	KW-0539	Nucleus
TP73	9606.ENSP00000367545	UniProt Keywords	KW-0597	Phosphoprotein
TP73	9606.ENSP00000367545	UniProt Keywords	KW-0804	Transcription
TP73	9606.ENSP00000367545	UniProt Keywords	KW-0805	Transcription regulation
TP73	9606.ENSP00000367545	UniProt Keywords	KW-0832	Ubl conjugation
TP73	9606.ENSP00000367545	UniProt Keywords	KW-0862	Zinc
TP73	9606.ENSP00000367545	UniProt Keywords	KW-0877	Alternative promoter usage
TP73	9606.ENSP00000367545	UniProt Keywords	KW-0945	Host-virus interaction
TP73	9606.ENSP00000367545	UniProt Keywords	KW-0963	Cytoplasm
TP73	9606.ENSP00000367545	UniProt Keywords	KW-1017	Isopeptide bond
TP73	9606.ENSP00000367545	Pfam	PF00870	P53 DNA-binding domain
TP73	9606.ENSP00000367545	Pfam	PF07710	P53 tetramerisation motif
TP73	9606.ENSP00000367545	InterPro	IPR001660	Sterile alpha motif domain
TP73	9606.ENSP00000367545	InterPro	IPR002117	p53 tumour suppressor family
TP73	9606.ENSP00000367545	InterPro	IPR008967	p53-like transcription factor, DNA-binding domain superfamily
TP73	9606.ENSP00000367545	InterPro	IPR010991	p53, tetramerisation domain
TP73	9606.ENSP00000367545	InterPro	IPR011615	p53, DNA-binding domain
TP73	9606.ENSP00000367545	InterPro	IPR012346	p53/RUNT-type transcription factor, DNA-binding domain superfamily
TP73	9606.ENSP00000367545	InterPro	IPR013761	Sterile alpha motif/pointed domain superfamily
TP73	9606.ENSP00000367545	InterPro	IPR036674	p53-like tetramerisation domain superfamily
TP73	9606.ENSP00000367545	InterPro	IPR037612	Tumour protein p73, SAM domain
TP73	9606.ENSP00000367545	SMART	SM00454	Sterile alpha motif.
WNT3A	9606.ENSP00000284523	GO Process	GO:0000902	Cell morphogenesis
WNT3A	9606.ENSP00000284523	GO Process	GO:0000904	Cell morphogenesis involved in differentiation
WNT3A	9606.ENSP00000284523	GO Process	GO:0001503	Ossification
WNT3A	9606.ENSP00000284523	GO Process	GO:0001558	Regulation of cell growth
WNT3A	9606.ENSP00000284523	GO Process	GO:0001649	Osteoblast differentiation
WNT3A	9606.ENSP00000284523	GO Process	GO:0001701	In utero embryonic development
WNT3A	9606.ENSP00000284523	GO Process	GO:0001704	Formation of primary germ layer
WNT3A	9606.ENSP00000284523	GO Process	GO:0001707	Mesoderm formation
WNT3A	9606.ENSP00000284523	GO Process	GO:0001710	Mesodermal cell fate commitment
WNT3A	9606.ENSP00000284523	GO Process	GO:0001756	Somitogenesis
WNT3A	9606.ENSP00000284523	GO Process	GO:0001775	Cell activation
WNT3A	9606.ENSP00000284523	GO Process	GO:0001817	Regulation of cytokine production
WNT3A	9606.ENSP00000284523	GO Process	GO:0001819	Positive regulation of cytokine production
WNT3A	9606.ENSP00000284523	GO Process	GO:0001932	Regulation of protein phosphorylation
WNT3A	9606.ENSP00000284523	GO Process	GO:0001934	Positive regulation of protein phosphorylation
WNT3A	9606.ENSP00000284523	GO Process	GO:0001947	Heart looping
WNT3A	9606.ENSP00000284523	GO Process	GO:0002009	Morphogenesis of an epithelium
WNT3A	9606.ENSP00000284523	GO Process	GO:0002090	Regulation of receptor internalization
WNT3A	9606.ENSP00000284523	GO Process	GO:0002092	Positive regulation of receptor internalization
WNT3A	9606.ENSP00000284523	GO Process	GO:0002376	Immune system process
WNT3A	9606.ENSP00000284523	GO Process	GO:0002520	Immune system development
WNT3A	9606.ENSP00000284523	GO Process	GO:0002682	Regulation of immune system process
WNT3A	9606.ENSP00000284523	GO Process	GO:0002684	Positive regulation of immune system process
WNT3A	9606.ENSP00000284523	GO Process	GO:0002694	Regulation of leukocyte activation
WNT3A	9606.ENSP00000284523	GO Process	GO:0002696	Positive regulation of leukocyte activation
WNT3A	9606.ENSP00000284523	GO Process	GO:0003002	Regionalization
WNT3A	9606.ENSP00000284523	GO Process	GO:0003007	Heart morphogenesis
WNT3A	9606.ENSP00000284523	GO Process	GO:0003136	Negative regulation of heart induction by canonical Wnt signaling pathway
WNT3A	9606.ENSP00000284523	GO Process	GO:0003143	Embryonic heart tube morphogenesis
WNT3A	9606.ENSP00000284523	GO Process	GO:0003156	Regulation of animal organ formation
WNT3A	9606.ENSP00000284523	GO Process	GO:0003306	Wnt signaling pathway involved in heart development
WNT3A	9606.ENSP00000284523	GO Process	GO:0003401	Axis elongation
WNT3A	9606.ENSP00000284523	GO Process	GO:0006139	Nucleobase-containing compound metabolic process
WNT3A	9606.ENSP00000284523	GO Process	GO:0006351	Transcription, DNA-templated
WNT3A	9606.ENSP00000284523	GO Process	GO:0006355	Regulation of transcription, DNA-templated
WNT3A	9606.ENSP00000284523	GO Process	GO:0006357	Regulation of transcription by RNA polymerase II
WNT3A	9606.ENSP00000284523	GO Process	GO:0006366	Transcription by RNA polymerase II
WNT3A	9606.ENSP00000284523	GO Process	GO:0006725	Cellular aromatic compound metabolic process
WNT3A	9606.ENSP00000284523	GO Process	GO:0006807	Nitrogen compound metabolic process
WNT3A	9606.ENSP00000284523	GO Process	GO:0006810	Transport
WNT3A	9606.ENSP00000284523	GO Process	GO:0006811	Ion transport
WNT3A	9606.ENSP00000284523	GO Process	GO:0006812	Cation transport
WNT3A	9606.ENSP00000284523	GO Process	GO:0006816	Calcium ion transport
WNT3A	9606.ENSP00000284523	GO Process	GO:0006935	Chemotaxis
WNT3A	9606.ENSP00000284523	GO Process	GO:0006950	Response to stress
WNT3A	9606.ENSP00000284523	GO Process	GO:0007154	Cell communication
WNT3A	9606.ENSP00000284523	GO Process	GO:0007155	Cell adhesion
WNT3A	9606.ENSP00000284523	GO Process	GO:0007165	Signal transduction
WNT3A	9606.ENSP00000284523	GO Process	GO:0007166	Cell surface receptor signaling pathway
WNT3A	9606.ENSP00000284523	GO Process	GO:0007267	Cell-cell signaling
WNT3A	9606.ENSP00000284523	GO Process	GO:0007275	Multicellular organism development
WNT3A	9606.ENSP00000284523	GO Process	GO:0007368	Determination of left/right symmetry
WNT3A	9606.ENSP00000284523	GO Process	GO:0007369	Gastrulation
WNT3A	9606.ENSP00000284523	GO Process	GO:0007389	Pattern specification process
WNT3A	9606.ENSP00000284523	GO Process	GO:0007399	Nervous system development
WNT3A	9606.ENSP00000284523	GO Process	GO:0007405	Neuroblast proliferation
WNT3A	9606.ENSP00000284523	GO Process	GO:0007409	Axonogenesis
WNT3A	9606.ENSP00000284523	GO Process	GO:0007411	Axon guidance
WNT3A	9606.ENSP00000284523	GO Process	GO:0007416	Synapse assembly
WNT3A	9606.ENSP00000284523	GO Process	GO:0007417	Central nervous system development
